ID,名字,稱號,稀有度,屬性,武器種類,國別,性別,年齡,HP(Max),攻撃力(Max),攻擊體數,攻撃段數,攻擊距離,攻撃間隔,移動速度,韌性,成長,DPS,DPS(Total),火補正,水補正,風補正,光補正,暗補正
31074,セルシュ,競強の挑み手,3,炎,打撃,恐竜の国,男,15,5801,8975,2,1,80,2.57,53,45,早熟,3492,6984,100,71,140,100,100
31075,リアラ,奇跡の少女,3,炎,回復,アスタリアの世界,女,16,3949,6613,3,1,170,2.87,44,34,早熟,2304,6913,130,100,100,100,100
31076,アロセール,独戦の斧闘士,3,炎,打撃,死者の国,男,18,11490,5735,3,1,15,3.42,43,78,平均,1677,5031,100,83,120,100,100
31077,オリアナ,変蛙の魔女,3,炎,回復,魔法の国,女,14,4550,6610,2,2,150,2.23,48,38,平均,2964,5928,130,100,100,100,100
31078,パリストス,不屈の勇璧,3,炎,打撃,妖精の国,男,21,9630,7935,1,1,30,2.65,65,66,晩成,2994,2994,100,63,160,100,100
31079,ヨハネス,堅実の冒険者,3,炎,突撃,王国,男,28,6980,6240,2,1,35,2.05,57,55,平均,3044,6088,100,67,150,100,100
31080,ティーガー,贖罪の従臣,3,炎,打撃,お菓子の国,男,22,8433,9312,1,1,25,2.77,53,62,晩成,3362,3362,100,83,120,100,100
31081,ティルミー,火鷲の冒険家,3,炎,銃弾,動物の国,女,24,4705,11280,1,1,165,2.45,60,48,早熟,4604,4604,100,67,150,100,100
31082,ルクレティア,焔灯を燈す者,3,炎,銃弾,機械の国,女,39,4608,9693,1,1,170,2.25,48,30,晩成,4308,4308,100,77,130,100,100
31083,グウェニー,照雪のメイド,3,炎,突撃,雪の国,女,11,6435,7290,2,2,90,2.18,54,41,平均,3344,6688,100,77,130,100,100
31084,レオン,赤眼の師匠,3,炎,回復,常夏の国,男,25,5763,5574,2,1,145,2.55,54,59,早熟,2186,4372,130,100,100,100,100
31085,クラフト,呪魔の朱学者,3,炎,斬撃,魔法の国,男,21,7728,7331,1,1,75,1.91,50,48,早熟,3838,3838,109,84,130,100,100
31086,ウェンロン,焔護の傭兵,3,炎,斬撃,少数民族の国,男,18,10789,6330,1,1,15,2.11,48,79,早熟,3000,3000,100,77,130,100,100
31087,フラマ,紅蓮の装姫,3,炎,突撃,サモンズの国,女,16,8670,9000,1,3,30,3.00,55,55,平均,3000,3000,100,59,170,100,100
31088,ラッドストー,熱魂の刑事,3,炎,銃弾,エレキの国,男,41,5085,8835,2,1,135,2.75,46,51,晩成,3213,6425,100,77,130,100,100
31089,ビデリア,焔筆の司書,3,炎,突撃,空の国,女,19,6105,9605,1,2,95,2.28,65,43,平均,4213,4213,100,71,140,100,100
31090,しののめ,灯槌の用心棒,3,炎,打撃,和の国,女,18,10184,4894,3,1,15,3.22,42,75,早熟,1520,4560,100,83,120,100,100
31091,タクヤ,不撓の運び屋,3,炎,銃弾,消滅都市の国,男,?,5435,10947,1,4,125,2.56,66,36,平均,4276,4276,100,77,130,100,100
31092,マルスリーヌ,曖断の槍戦士,3,炎,突撃,死者の国,女,35,10827,5424,2,1,15,2.91,44,74,晩成,1864,3728,100,83,120,100,100
31093,ルカ,溺恋の焔術師,3,炎,魔法,魔法の国,男,19,3695,7970,3,1,165,2.98,48,35,平均,2674,8023,100,59,170,100,100
31094,メチレア,炎盤の投擲者,3,炎,斬撃,科学の国,女,16,6261,7479,3,1,95,2.60,56,44,晩成,2877,8630,100,67,150,100,100
31095,シェリー,脱兎の軽業師,3,炎,魔法,ドラポの国,女,?,4224,7467,3,2,140,2.85,65,25,平均,2620,7860,100,61,165,100,100
31096,テッド,粋衣の獅子族,3,炎,突撃,動物の国,男,19,7500,5805,3,1,35,2.45,59,46,晩成,2369,7108,100,71,140,100,100
31097,リコラ,芳果の看板娘,3,炎,弓矢,常夏の国,女,13,5106,8136,2,1,140,2.26,58,38,晩成,3600,7200,100,71,140,100,100
31098,デイジー,膨尾の義狐,3,炎,銃弾,動物の国,女,16,4308,8427,1,2,145,2.02,55,39,早熟,4172,4172,100,69,145,100,100
31099,ルフィーナ,魔香の炎術士,3,炎,魔法,魔法の国,女,16,5612,9145,2,1,140,2.76,45,42,早熟,3313,6627,100,58,175,100,100
31100,リナシュア,茶会の甘党娘,3,炎,弓矢,植物の国,女,15,4395,7310,3,1,165,2.64,54,34,平均,2769,8307,100,67,150,100,100
31101,メフリ,骨痕を愛す者,3,炎,回復,砂漠の国,女,10,4131,9471,1,3,175,2.58,46,35,晩成,3671,3671,130,100,100,100,110
31102,ラムネ,錠菓の鎌使い,3,炎,斬撃,お菓子の国,女,14,6630,7680,3,1,20,2.76,54,48,平均,2783,8348,100,59,170,100,100
31103,フレイミオ,憧燈の炎術士,3,炎,回復,雪の国,男,17,3987,5952,3,1,160,2.89,47,40,早熟,2060,6179,130,100,100,100,100
31104,カーマイン,爆花の錬成士,3,炎,銃弾,魔法の国,女,19,5045,8068,4,1,170,3.65,36,35,早熟,2210,8842,100,83,120,100,100
31105,るか,堕天の綴り手,3,炎,斬撃,あんガルの国,女,16,6785,6805,1,2,20,1.69,69,44,平均,4027,4027,100,69,145,100,100
31106,フェルナンド,珈琲香の主人,3,炎,突撃,機械の国,男,45,7350,5177,4,1,35,2.35,58,50,早熟,2203,8812,100,77,130,100,100
31107,ほむら,瓦上の火消娘,3,炎,回復,和の国,女,11,4837,5215,4,1,165,2.46,53,37,早熟,2120,8480,130,100,100,100,100
31108,アスワド,常闇の占術師,3,炎,魔法,砂漠の国,男,22,4365,8257,4,1,170,3.35,51,37,早熟,2465,9859,100,59,170,100,100
31109,イアル,海舟の悋気者,3,炎,魔法,常夏の国,男,18,4685,9350,2,1,160,2.87,43,36,平均,3258,6516,100,58,175,100,100
31110,ファーティ,真朱の案内嬢,3,炎,突撃,王国,女,16,10265,7310,1,1,15,2.44,43,77,平均,2996,2996,100,80,125,100,100
31111,ローナ,初々な狙い手,3,炎,斬撃,西部,女,16,6462,7142,2,1,80,1.94,61,44,早熟,3681,7363,100,69,145,100,100
31112,コラル,瀟洒な槍使い,3,炎,突撃,恐竜の国,女,14,7135,6240,2,1,35,1.82,70,42,平均,3429,6857,100,71,140,100,100
31113,メルーシュ,鎧慕う剣闘士,3,炎,斬撃,雪の国,女,?,11261,6462,1,1,15,2.23,53,71,早熟,2898,2898,100,69,145,100,100
31114,アーゾフ,雪練の鍛冶屋,3,炎,打撃,雪の国,男,28,7728,5272,4,1,30,3.03,48,58,早熟,1740,6960,100,67,150,100,100
31115,シャルメ,香翅の妖精,3,炎,回復,妖精の国,女,15,4006,6651,2,1,165,2.46,56,29,早熟,2704,5407,130,110,100,100,110
31116,ホンファウ,健啖な看板娘,3,炎,回復,少数民族の国,女,21,5583,9333,1,3,145,2.52,52,38,晩成,3704,3704,130,100,100,100,100
32001,モリー,憧る腕白娘,3,水,打撃,植物の国,女,10,9693,8814,2,2,25,3.10,52,55,晩成,2843,5686,140,100,71,100,100
32002,プウカ,鋭速の猫族,3,水,斬撃,動物の国,女,16,5801,6254,1,1,13,1.37,75,29,早熟,4565,4565,140,100,71,100,100
32003,アーデ,凛々の女戦士,3,水,斬撃,王国,女,18,11975,5365,1,1,15,2.24,43,80,平均,2395,2395,120,100,83,100,100
32004,アノス,白銀の勇者,3,水,突撃,植物の国,男,17,8555,7350,2,1,35,2.40,55,60,平均,3063,6125,140,100,71,100,100
32005,ヴィクトリカ,仕込傘の銃士,3,水,銃弾,機械の国,女,24,4725,10985,1,2,160,2.34,52,44,平均,4694,4694,130,100,77,100,100
32006,おにひめ,濡羽髪の槍士,3,水,突撃,和の国,女,20,7617,5985,3,1,35,2.35,53,57,晩成,2547,7640,150,100,67,100,100
32007,オルガ,薔薇の鞭使い,3,水,突撃,植物の国,女,18,7140,7140,3,1,100,2.55,61,29,晩成,2800,8400,140,100,71,100,100
32008,コロン,涙藍の僧侶,3,水,回復,死者の国,女,15,5026,6084,2,1,160,2.42,50,48,早熟,2514,5028,100,130,100,100,100
32009,コン,青碧の旅狐,3,水,斬撃,動物の国,女,16,6311,6443,1,1,13,1.33,71,19,早熟,4844,4844,130,100,77,100,100
32010,しぐれ,瑠璃の僧兵,3,水,突撃,和の国,男,18,5045,7520,1,4,11,1.50,68,55,早熟,5013,5013,170,100,59,100,100
32011,シャロン,碧天の射手,3,水,弓矢,空の国,女,16,4355,9175,1,1,165,2.00,61,33,平均,4588,4588,150,100,67,100,100
32012,シュトレーム,微睡の天上人,3,水,回復,空の国,男,16,5985,7416,2,1,165,2.50,52,37,晩成,2966,5933,100,130,100,100,100
32013,スー,献身の従少女,3,水,回復,王国,女,6,3477,5555,3,1,140,3.00,42,22,早熟,1852,5555,100,130,100,100,110
32014,ステラ,真実の追跡者,3,水,弓矢,王国,女,21,4200,7270,1,1,180,2.74,53,38,平均,2653,2653,150,100,67,100,100
32015,スフィア,水鏡の魔女,3,水,魔法,魔法の国,女,16,5265,8655,4,1,155,3.16,45,20,晩成,2739,10956,180,100,56,100,100
32016,セレス,白翼の純真者,3,水,魔法,空の国,女,18,4355,8320,3,1,170,3.20,58,25,平均,2600,7800,180,100,56,100,100
32017,ゾラン,青角の重剣士,3,水,打撃,動物の国,男,11,7369,9013,1,1,30,2.70,58,57,早熟,3338,3338,150,100,67,100,100
32018,チェイス,西方の水銃士,3,水,銃弾,西部の国,男,20,4913,9145,1,1,140,1.89,55,45,早熟,4839,4839,150,100,67,100,100
32019,ダイナー,勇猛の原始者,3,水,打撃,恐竜の国,男,26,6991,5045,4,1,30,2.80,53,73,早熟,1802,7207,150,100,67,100,100
32020,ナターシャ,藍の花嫁,3,水,回復,少数民族の国,女,14,4685,10110,1,1,170,2.55,51,27,平均,3965,3965,100,130,100,100,100
32021,ナフル,水纏う暗殺者,3,水,斬撃,砂漠の国,女,15,7776,8655,1,1,13,1.65,62,19,晩成,5245,5245,120,100,83,100,100
32022,ニコ,青波の王子,3,水,魔法,常夏の国,男,20,5007,12395,1,2,160,2.80,53,26,早熟,4427,4427,190,100,53,100,100
32023,ネル,波風の助言者,3,水,銃弾,常夏の国,女,15,4365,8654,1,2,130,2.09,54,39,早熟,4141,4141,140,100,71,100,100
32024,ベリル,貴き星杖使い,3,水,魔法,妖精の国,女,13,3930,9015,2,1,165,2.50,62,24,晩成,3606,7212,170,100,59,100,100
32025,ポロ,氷雨の雪童子,3,水,打撃,雪の国,女,14,8825,8555,1,1,30,2.50,54,61,平均,3422,3422,150,100,67,100,100
32026,マリア,炯眼の仕留人,3,水,銃弾,機械の国,女,16,4384,7860,2,1,120,2.25,50,32,早熟,3493,6987,140,100,71,100,100
32027,ミュウ,蒼翅の渡り蝶,3,水,突撃,妖精の国,女,12,7278,6282,2,1,35,1.77,68,42,晩成,3549,7098,150,100,67,100,100
32028,ヨランダ,廻流の重戦士,3,水,打撃,エレキの国,女,16,6783,6878,3,1,25,2.77,57,60,早熟,2483,7449,160,100,63,100,100
32029,ライネス,鯔背な暗殺者,3,水,斬撃,恐竜の国,男,27,6300,7700,1,1,13,1.60,70,30,平均,4813,4813,140,100,71,100,100
32030,リッチー,多彩の調合師,3,水,銃弾,科学の国,女,19,4905,12480,1,1,125,2.28,50,33,晩成,5474,5474,130,100,77,100,100
32031,リレア,氷肌の射手,3,水,弓矢,雪の国,女,17,5424,12225,1,1,145,2.55,66,31,晩成,4794,4794,160,100,63,100,100
32032,リン,隠されし血族,3,水,斬撃,砂漠の国,女,15,10925,5425,1,1,15,2.26,53,70,平均,2400,2400,130,100,77,100,110
32033,ロゼ,忠孝の舞手,3,水,斬撃,砂漠の国,男,14,8337,7299,2,1,18,2.12,64,52,晩成,3443,6886,150,100,67,100,100
32034,カレン,水刃の包帯娘,3,水,斬撃,魔法の国,女,20,7776,8613,1,1,90,1.82,58,44,晩成,4732,4732,140,112,80,100,100
32035,ピッピ,雪結晶の魔女,3,水,魔法,雪の国,女,16,4335,11685,1,3,175,2.70,47,29,平均,4328,4328,170,100,59,100,100
32036,ニュート,奇跡の聖角姫,3,水,斬撃,千メモの国,女,14,7479,7617,2,1,18,2.40,70,47,晩成,3174,6348,140,100,71,100,100
32037,ロアーヌ,魅惑の水魔女,3,水,魔法,魔法の国,女,21,4006,9296,3,1,160,3.08,46,32,早熟,3018,9055,170,100,59,100,100
32038,ジャントール,哀惜の神仕,3,水,突撃,死者の国,男,33,7199,6254,1,1,20,1.71,57,51,早熟,3657,3657,130,100,77,100,100
32039,ティレーズ,雹隠の氷射手,3,水,弓矢,雪の国,男,22,4837,11790,1,1,160,2.68,46,47,早熟,4399,4399,140,100,71,100,100
32040,キノロン,水盤の支え手,3,水,斬撃,科学の国,女,15,7180,5763,1,1,20,1.58,60,47,早熟,3647,3647,150,100,67,100,100
32041,ミルルリ,水砕の令嬢,3,水,突撃,植物の国,女,16,6441,8994,1,4,11,1.68,61,52,晩成,5354,5354,160,100,63,100,100
32042,スノー,打振の氷子女,3,水,打撃,雪の国,女,15,7747,5631,3,1,30,2.84,52,54,早熟,1983,5948,150,100,67,100,100
32043,ラドルフ,心奪の配達人,3,水,打撃,動物の国,男,18,8454,6822,4,1,25,3.22,66,46,晩成,2119,8475,150,100,67,100,100
32044,フリーダ,博聞の秘書官,3,水,回復,動物の国,女,18,4587,10011,1,4,165,2.48,58,36,晩成,4037,4037,100,130,100,100,100
32045,マリン,蒼銀の剣士,3,水,斬撃,機械の国,女,17,7098,9450,1,1,18,2.21,65,45,晩成,4276,4276,150,100,67,100,100
32046,シオン,輝水の舞手,3,水,斬撃,少数民族の国,男,15,6650,8050,1,1,18,1.90,68,40,平均,4237,4237,140,100,71,100,100
32047,フィオリナ,渚の悪戯娘,3,水,斬撃,常夏の国,女,15,7048,6972,2,1,18,1.99,66,50,早熟,3504,7007,150,100,67,100,100
32048,スヴェン,厳刻の貴公子,3,水,銃弾,機械の国,男,26,5950,11685,1,4,120,2.50,47,41,平均,4674,4674,140,100,71,100,100
32049,ベルダンディ,創在の水姫,3,水,魔法,サモンズの国,女,?,4240,7700,2,1,165,2.50,55,40,平均,3080,6160,160,100,63,100,100
32050,リーネ,蝙翼の女戦士,3,水,打撃,死者の国,女,16,9000,5795,2,1,30,2.80,55,70,平均,2070,4139,150,100,67,100,100
32051,オシェル,藍矛の槍術士,3,水,突撃,魔法の国,女,18,7815,6610,3,1,35,2.33,57,45,平均,2837,8511,150,100,67,100,100
32052,エリカ,正義を抱く者,3,水,斬撃,王国,女,17,5555,8276,1,1,24,1.96,66,53,早熟,4222,4222,150,100,67,100,100
32053,レヒト,魔本の蒐集家,3,水,魔法,魔法の国,男,17,4025,9315,2,1,175,2.92,49,33,早熟,3190,6380,180,100,56,100,100
32054,デイヴィッド,潤箔の紳士,3,水,銃弾,機械の国,男,42,4566,11505,1,1,130,2.60,48,35,晩成,4425,4425,120,100,83,100,100
32055,タタンカ,思獣の呪術医,3,水,回復,西部の国,男,13,5210,6785,3,1,160,2.71,48,46,平均,2504,7511,100,130,100,100,100
32056,ホークス,優壮の細剣士,3,水,斬撃,西部の国,男,21,6122,7577,1,1,24,1.70,65,41,早熟,4457,4457,150,100,67,100,100
32057,いずみ,須佐の忠忍,3,水,斬撃,和の国,女,19,5715,7485,1,1,85,1.64,66,21,平均,4564,4564,140,100,71,100,100
32058,ミラ,寡欲なる観者,3,水,打撃,少数民族の国,男,23,8408,7350,2,1,30,2.76,56,59,早熟,2663,5326,160,100,63,100,100
32059,ユイリア,貫志の射撃手,3,水,弓矢,王国,女,14,4269,9852,2,1,170,2.62,59,35,晩成,3760,7521,150,100,67,100,100
32060,ラッセン,調和の策略家,3,水,打撃,エレキの国,男,20,7956,4968,4,1,30,2.67,54,59,晩成,1861,7443,140,100,71,100,100
32061,グラス,冷槍の執事,3,水,突撃,お菓子の国,男,27,7350,5910,4,1,35,2.52,53,47,平均,2345,9381,140,100,71,100,100
32062,マルクス,怜杖の蒼妖精,3,水,魔法,妖精の国,男,18,5725,8030,3,1,140,2.93,57,43,早熟,2741,8222,170,100,59,100,100
32063,ユルエ,希代の創術者,3,水,魔法,魔法の国,女,16,4131,13200,1,4,165,2.88,42,24,晩成,4583,4583,180,100,56,100,100
32064,オルトス,渡世の白羽根,3,水,突撃,空の国,男,16,7098,6261,3,1,35,2.66,58,47,晩成,2354,7061,130,100,77,100,100
32065,イオナ,波砲の音響師,3,水,銃弾,エレキの国,女,12,4900,9875,3,1,170,3.50,45,40,平均,2821,8464,130,100,77,100,100
32066,レナータ,悠揚の狙撃手,3,水,銃弾,雪の国,女,15,4138,8408,1,1,165,1.92,53,36,早熟,4379,4379,140,100,71,100,100
32067,レヴィアタン,悋気の悪魔,3,水,斬撃,ドラポの国,女,?,6420,6420,3,1,95,2.50,55,44,晩成,2568,7704,130,100,77,100,100
32068,ロレンツォ,愛捧ぐ大剣士,3,水,打撃,西部の国,男,24,9174,10011,1,1,30,2.55,62,50,晩成,3926,3926,160,100,63,100,100
32069,クライド,捻杖の使い手,3,水,回復,王国,男,18,5210,8225,1,1,160,2.46,46,46,平均,3343,3343,100,130,100,100,100
32070,スチュア,機夢の蒐鉱家,3,水,突撃,機械の国,女,14,10730,5795,1,1,15,2.38,46,74,平均,2435,2435,120,100,83,100,100
32071,ジェリー,透青の匙杖士,3,水,回復,お菓子の国,女,16,4530,6670,2,1,175,2.19,44,33,平均,3046,6091,100,130,100,100,100
32072,シトラス,愛謡う射護者,3,水,弓矢,お菓子の国,男,23,4685,9525,1,1,170,2.18,57,41,平均,4369,4369,140,100,71,100,100
32073,プリム,水精霊の喚手,3,水,回復,聖剣伝説の国,女,17,5270,8730,1,3,150,2.90,54,52,平均,3010,3010,110,130,110,100,100
32074,リュネッタ,星照の学徒,3,水,打撃,空の国,女,17,7860,9334,1,1,30,2.46,66,50,早熟,3794,3794,160,100,63,100,100
32075,ニーナ,雨の運び手,3,水,突撃,植物の国,女,14,7500,6780,1,4,35,1.66,60,46,晩成,4084,4084,140,100,71,100,100
32076,フエンテ,双刃の交し手,3,水,斬撃,王国,女,11,6759,7119,2,1,18,2.35,57,51,晩成,3029,6059,130,100,77,100,100
32077,ジネット,流星の王子様,3,水,突撃,お菓子の国,女,16,7140,4968,2,1,33,1.50,66,55,晩成,3312,6624,140,100,71,100,100
32078,ワイアット,愛嬌の駆使者,3,水,突撃,王国,男,14,6084,5442,2,1,35,1.77,54,43,早熟,3075,6149,140,100,71,100,100
32079,ハイネ,誠追の補者,3,水,弓矢,王国,男,13,4289,7180,2,1,175,2.34,54,42,早熟,3068,6137,140,100,71,100,100
32080,アスベル,誓守の騎士,3,水,斬撃,アスタリアの世界,男,18,7860,7010,1,1,20,1.97,63,63,早熟,3558,3558,130,100,77,100,100
32081,キュアノ,憧眩の神官,3,水,突撃,砂漠の国,男,16,7320,8475,2,2,85,2.57,57,43,晩成,3298,6595,130,100,77,100,100
32082,ふづき,爽音の弦奏者,3,水,魔法,和の国,女,25,5910,10110,1,4,135,2.48,44,51,平均,4077,4077,160,100,63,100,100
32083,シュテル,紳服の水槌士,3,水,打撃,死者の国,男,15,8320,6065,3,1,25,2.61,61,57,平均,2324,6971,140,100,71,100,100
32084,とばり,斬影の蒼忍,3,水,斬撃,和の国,男,19,5970,8535,1,1,90,1.74,64,23,平均,4905,4905,140,100,71,100,100
32085,ルピエ,碧靴の譜鳥,3,水,回復,動物の国,男,23,4289,8238,1,2,175,2.52,45,40,早熟,3269,3269,110,130,110,100,100
32086,メルフィア,氷柱の投擲士,3,水,突撃,雪の国,女,16,5801,7766,1,2,85,1.79,54,46,早熟,4339,4339,130,100,77,100,100
32087,オラージュ,双殲の装姫,3,水,銃弾,サモンズの国,女,16,5270,7465,2,3,125,2.52,47,47,平均,2962,5925,130,100,77,100,100
32088,ギャレット,清純の水術士,3,水,魔法,王国,男,14,4535,7860,3,2,165,2.80,46,34,早熟,2807,8421,180,100,56,100,100
32089,ノア,水玉の投擲手,3,水,打撃,常夏の国,女,16,5560,8730,2,1,85,2.38,51,38,平均,3668,7336,150,100,67,100,100
32090,ネモフィラ,水銃の園芸家,3,水,銃弾,植物の国,女,16,3930,9636,1,1,160,2.20,48,42,早熟,4380,4380,130,100,77,100,100
32091,あおにび,想郷の射手,3,水,弓矢,和の国,男,12,5265,11325,1,1,165,2.65,54,49,晩成,4274,4274,150,100,67,100,100
32092,キファラ,添待つ補い手,3,水,突撃,恐竜の国,女,21,5950,7700,1,1,85,1.75,55,47,平均,4400,4400,140,100,71,100,100
32093,オーシャン,舞台裏の盾士,3,水,打撃,王国,男,21,11780,6085,2,1,15,3.18,45,76,平均,1914,3827,130,100,77,100,100
32094,ティルア,藍白の忠臣,3,水,打撃,空の国,男,15,7155,7660,1,1,30,2.21,64,48,平均,3466,3466,140,100,71,100,100
32095,ソウマ,泡影の彷徨人,3,水,魔法,消滅都市の国,男,?,4133,8341,2,2,165,2.50,45,40,晩成,3336,6673,175,100,58,100,100
32096,エクセ,湖弓の狩り手,3,水,弓矢,動物の国,男,15,4384,7596,3,1,160,2.84,56,46,早熟,2675,8024,140,100,71,100,100
32097,ラフレーズ,苺飾りの狩人,3,水,弓矢,お菓子の国,女,12,4119,10619,1,3,165,2.45,46,32,早熟,4334,4334,140,100,71,100,100
32098,やぐも,月扇の噺家,3,水,回復,和の国,男,21,4667,6141,2,1,145,2.41,47,38,早熟,2548,5096,100,130,100,100,100
32099,アーヴェル,戯札の魔道士,3,水,打撃,魔法の国,男,15,8484,5574,5,1,25,3.27,47,54,早熟,1705,8523,135,100,74,100,100
32100,ティビア,黒刃の咆童,3,水,斬撃,恐竜の国,女,10,7709,7709,2,1,18,2.45,54,58,早熟,3147,6293,145,100,69,100,100
32101,エードルフ,戒翼の従者,3,水,打撃,空の国,男,22,8165,7330,1,1,30,2.20,63,49,平均,3332,3332,140,100,71,100,100
32102,カシュパル,凍夜を知る者,3,水,銃弾,雪の国,男,?,3949,7369,1,1,135,1.77,51,37,早熟,4163,4163,160,100,63,100,100
32103,クロンキスト,原初の求道者,3,水,回復,植物の国,男,22,4926,5964,4,1,170,2.69,49,40,晩成,2217,8868,100,130,100,100,100
32104,つゆり,清澄の少女,3,水,銃弾,あんガルの国,女,17,3708,8655,1,1,150,1.93,46,29,晩成,4484,4484,165,100,61,100,100
32105,アクレイム,真摯な夢追人,3,水,突撃,エレキの国,男,14,6254,6103,3,1,85,2.45,55,42,早熟,2491,7473,130,100,77,100,100
32106,リュシアン,夢架の子守歌,3,水,回復,死者の国,男,12,4220,6455,2,1,165,2.31,47,37,平均,2794,5589,100,130,110,100,100
32107,トゥリクル,彩水の放浪者,3,水,魔法,動物の国,男,7,4110,8856,4,1,175,3.40,54,25,晩成,2605,10419,175,100,58,100,100
32108,キーリ,透翅の水射手,3,水,弓矢,妖精の国,女,15,4725,7299,3,1,155,2.72,59,28,晩成,2683,8050,160,100,63,100,100
32109,イェスタ,牧歌の冒険者,3,水,突撃,少数民族の国,男,18,6065,5055,4,1,100,2.11,56,40,平均,2396,9583,150,100,67,100,100
32110,フリエール,恋慕の夢想者,3,水,回復,空の国,女,10,4788,6981,3,1,165,2.67,54,36,晩成,2615,7844,100,130,100,100,100
32111,ルストア,夢追う大剣士,3,水,打撃,王国,男,26,7839,9990,1,2,30,2.35,59,51,晩成,4251,4251,145,100,69,100,100
32112,メルミー,拗言の令嬢,3,水,魔法,妖精の国,女,12,4045,12480,1,1,160,2.88,52,32,平均,4333,4333,175,100,58,100,100
32113,よろず,水滴る賢君,3,水,弓矢,和の国,男,19,4415,7990,2,1,135,2.61,62,34,平均,3061,6123,150,100,67,100,100
32114,ジェット,鉄改の職人,3,水,打撃,機械の国,男,20,10350,5646,2,1,15,3.01,49,74,晩成,1876,3751,130,100,77,100,100
32115,レイディオス,白詰の祝福者,3,水,魔法,妖精の国,男,21,7467,12867,1,1,170,2.85,56,35,早熟,4515,4515,170,100,59,100,100
32116,ヤツィ,奮闘の巫師,3,水,打撃,西部の国,女,14,8178,6102,2,2,25,2.2,60,49,晩成,2774,5548,145,100,69,100,100
32117,エルピス,雫の奏鐘士,3,水,斬撃,不明,女,?,6065,6960,1,2,22,1.52,67,32,平均,4579,4579,145,100,69,100,100
32118,コエリオ,新前の小心兎,3,水,斬撃,動物の国,男,11,7161,6519,1,2,13,1.33,72,22,早熟,4902,4902,130,100,77,100,100
32119,ミノリィ,和心の開化人,3,水,突撃,妖精の国,女,11,5593,7747,1,3,35,1.78,66,51,早熟,4352,4352,150,100,67,100,100
33001,オデット,若葉の記録者,3,風,斬撃,科学の国,女,13,8165,8010,1,1,18,1.92,57,48,平均,4172,4172,71,140,100,100,100
33002,ヤト,奮迅の老兵,3,風,突撃,王国,男,70,7119,8655,2,1,35,2.50,46,50,晩成,3462,6924,77,130,100,100,100
33003,ナキ,疾風の戦闘狂,3,風,斬撃,少数民族の国,女,19,5045,6991,1,1,13,1.40,67,33,早熟,4994,4994,77,130,100,100,100
33004,エルシー,塵風の銃使い,3,風,銃弾,死者の国,女,19,4407,8115,2,1,125,1.98,54,43,晩成,4098,8197,77,130,100,100,100
33005,エレノア,怠惰の射手,3,風,弓矢,エレキの国,女,18,4724,10959,1,1,155,2.46,48,46,早熟,4455,4455,71,140,100,100,100
33006,クランティフ,小心者の灰鼠,3,風,斬撃,動物の国,男,14,10985,5250,1,1,15,1.80,55,71,平均,2917,2917,77,130,100,100,100
33007,クリーム,可憐な風乙女,3,風,打撃,お菓子の国,女,14,8049,6254,2,1,25,2.10,58,44,早熟,2978,5956,77,130,100,100,100
33008,クロード,錻力の重戦士,3,風,打撃,機械の国,男,25,8295,6330,2,1,25,2.55,53,56,早熟,2482,4965,71,140,100,100,100
33009,シシリー,沈黙の繙読者,3,風,回復,死者の国,女,17,5045,5631,2,1,155,2.10,43,42,早熟,2681,5363,100,100,130,100,100
33010,ショーロ,風の悪戯妖精,3,風,魔法,妖精の国,女,16,6462,13560,1,2,160,3.02,62,19,晩成,4490,4490,56,180,100,100,100
33011,チック,花冠の旅妖精,3,風,弓矢,妖精の国,女,14,3628,9315,1,1,150,2.12,68,29,早熟,4394,4394,67,150,100,100,100
33012,ティンバー,淡緑の構築者,3,風,斬撃,西部の国,男,17,6960,8205,1,1,24,2.15,59,57,平均,3816,3816,67,150,100,100,100
33013,テオドール,煙霞の人情家,3,風,突撃,王国,男,25,5801,7747,1,4,11,1.47,62,56,早熟,5270,5270,63,160,100,100,100
33014,ドミニカ,風遊ぶ雪乙女,3,風,突撃,雪の国,女,14,7935,6420,3,1,35,2.25,48,56,晩成,2853,8560,67,150,100,100,100
33015,ノエル,岐角の双剣士,3,風,斬撃,動物の国,女,19,8793,7935,2,1,18,2.66,60,65,晩成,2983,5966,67,150,100,100,100
33016,ノノ,白耳の陽気猫,3,風,打撃,動物の国,女,17,7617,5424,4,1,30,2.60,62,52,晩成,2086,8345,71,140,100,100,100
33017,フィーリア,翠緑の薬師,3,風,回復,王国,女,11,3080,3968,2,1,170,2.25,49,45,早熟,1764,3527,100,100,130,100,100
33018,フォトン,風召槍の淑女,3,風,突撃,死者の国,女,18,7155,6320,1,4,35,1.55,67,48,平均,4077,4077,71,140,100,100,100
33019,ベル,円環の舞い人,3,風,銃弾,機械の国,女,19,4200,7815,1,2,135,1.70,58,43,平均,4597,4597,71,140,100,100,100
33020,ホーラ,豪腕の斧使い,3,風,打撃,動物の国,女,13,6481,7180,3,1,25,2.90,55,47,早熟,2476,7428,67,150,100,100,100
33021,マオ,薄紅の拳法士,3,風,突撃,エレキの国,女,16,5763,6462,1,4,11,1.55,72,53,早熟,4169,4169,63,160,100,100,100
33022,マフィン,友愛の抱き手,3,風,斬撃,お菓子の国,女,15,9333,10848,1,1,18,2.80,55,54,晩成,3874,3874,59,170,100,100,100
